class,type,name,spellID,omniCDDefault,skillCappedDefaults,OmniBar,OmniBarType,WeakAura,WeakAuraType,castTime,range,cooldown,iconUrl,screenshotUrl,description,descriptionOriginal
PRIEST,defensive,Spirit of the Redeemer,215982,1,1,1,Defensives,1,Offensives,Instant,0 yards,,wow-priest-spirit-of-the-redeemer.png,wow-priest-spirit-of-the-redeemer.jpg,"Transforms your Spirit of Redemption into an active ability with a 2-minute cooldown. Its duration is reduced by 9 sec, and you no longer enter Spirit of Redemption upon dying.","Your Spirit of Redemption is now an active ability with a 2 minute cooldown, but the duration is reduced by 9 sec and you will no longer enter Spirit of Redemption upon dying."
PRIEST,externalDefensive,Void Shift,108968,1,1,1,Defensives,0,,Instant,40 yards,5 minutes,wow-priest-void-shift.png,wow-priest-void-shift.jpg,"Swaps health percentages with an ally. If either has less than 25% health, their percentage is increased to 25%.",Swap health percentages with your ally. Increases the lower health percentage of the two to 25% if below that amount.
ROGUE,cc,Blind,2094,1,1,1,Crowd Control,0,,Instant,15 yards,2 minutes,wow-rogue-blind.png,wow-rogue-blind.jpg,"Blinds the target, causing it to wander disoriented for 1 min. Damage will interrupt the effect.","Blinds the target, causing it to wander disoriented for 1 min. Damage will interrupt the effect. Limit 1."
ROGUE,defensive,Cheat Death,31230,1,1,0,,0,,Instant,0 yards,,wow-rogue-cheat-death.png,wow-rogue-cheat-death.jpg,"Fatal attacks reduce you to 7% health instead of killing you. For 3 sec afterward, you take 85% reduced damage. Can only happen once every 6 min.","Fatal attacks instead reduce you to 7% of your maximum health. For 3 sec afterward, you take 85% reduced damage. Cannot trigger more often than once per 6 min."
ROGUE,defensive,Cloak of Shadows,31224,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-rogue-cloak-of-shadows.png,wow-rogue-cloak-of-shadows.jpg,Grants magic immunity and instantly removes all harmful spell effects. You resist harmful spells for 5 sec.,"Provides a moment of magic immunity, instantly removing all harmful spell effects. The cloak lingers, causing you to resist harmful spells for 5 sec."
ROGUE,offensive,Deathmark,360194,1,0,0,,1,Offensives,Instant,5 yards,2 minutes,wow-rogue-deathmark.png,wow-rogue-deathmark.jpg,"Carves a deathmark into an enemy, dealing Bleed damage over 16 sec. While marked, your Garrote, Rupture, and Lethal poisons on the target are duplicated at full damage.","Carve a deathmark into an enemy, dealing (320% of Attack power) Bleed damage over 16 sec. While marked your Garrote, Rupture, and Lethal poisons applied to the target are duplicated, dealing 100% of normal damage."
ROGUE,defensive,Evasion,5277,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-rogue-evasion.png,wow-rogue-evasion.jpg,Increases your dodge chance to 100% for 10 sec.,Increases your dodge chance by 100% for 10 sec.
ROGUE,offensive,Flagellation,384631,0,0,0,,1,Offensives,Instant,5 yards,1.5 minutes,wow-rogue-flagellation.png,wow-rogue-flagellation.jpg,"Lashes the target for Shadow damage, causing each combo point spent within 12 sec to deal additional damage. Dealing damage with Flagellation increases your Mastery, persisting 12 sec after the effect ends.","Lash the target for (60% of Attack power) Shadow damage, causing each combo point spent within 12 sec to lash for an additional (12. 1% of Attack power) . Dealing damage with Flagellation increases your Mastery by (1 * $mas) %, persisting 12 sec after their torment fades."
ROGUE,offensive,Ghostly Strike,196937,0,0,0,,1,Offensives,Instant,5 yards,1.5 minutes,wow-rogue-ghostly-strike.png,wow-rogue-ghostly-strike.jpg,"Strikes an enemy, dealing Physical damage and causing them to take 15% increased damage from your abilities for 12 sec. Awards 1 combo point.","Strikes an enemy, dealing (232. 32% of Attack power) Physical damage and causing the target to take 15% increased damage from your abilities for 12 sec. Awards 1 combo point."
ROGUE,interrupt,Kick,1766,1,1,1,Interrupts,0,,Instant,5 yards,15 seconds,wow-rogue-kick.png,wow-rogue-kick.jpg,Interrupts spellcasting and prevents spells from the same school for 3 sec.,A quick kick that interrupts spellcasting and prevents any spell in that school from being cast for 3 sec.
ROGUE,cc,Kidney Shot,408,0,1,1,Crowd Control,0,,Instant,5 yards,30 seconds,wow-rogue-kidney-shot.png,wow-rogue-kidney-shot.jpg,"Finishing move that stuns the target. Duration increases with combo points, up to 8 sec:   | - 1 point: 4 sec   | - 2 points: 5 sec   | - 3 points: 6 sec   | - 4 points: 7 sec   | - 5 points: 8 sec","Finishing move that stuns the target. Lasts longer per combo point, up to 8 sec: Â  1 point : 4 second Â  2 points: 5 seconds Â  3 points: 6 seconds Â  4 points: 7 seconds Â  5 points: 8 seconds"
ROGUE,offensive,Kingsbane,385627,0,0,0,,1,Offensives,Instant,5 yards,1 minute,wow-rogue-kingsbane.png,wow-rogue-kingsbane.jpg,"Injects a lethal poison into your target, dealing Nature damage instantly and additional damage over 14 sec. Damage increases by 20% each time you apply Lethal Poison, up to 1000%. Awards 1 combo point.","Release a lethal poison from your weapons and inject it into your target, dealing (172. 81% of Attack power) Nature damage instantly and an additional (203% of Attack power) Nature damage over 14 sec. Each time you apply a Lethal Poison to a target affected by Kingsbane, Kingsbane damage increases by 20%, up to 1000%. Awards 1 combo points."
ROGUE,offensive,Secret Technique,280719,0,0,0,,1,Offensives,Instant,5 yards,1 minute,wow-rogue-secret-technique.png,wow-rogue-secret-technique.jpg,"Finishing move that deals Physical damage to the primary target and reduced damage to nearby enemies. Damage increases with more combo points, and cooldown is reduced by 1 sec for each combo point spent.","Finishing move that creates shadow clones of yourself. You and your shadow clones each perform a piercing attack on all enemies near your target, dealing Physical damage to the primary target and reduced damage to other targets. Â  1 point Â : [(20% of Attack power) * 1 * 3] total damage Â  2 points: [(20% of Attack power) * 2 * 3] total damage Â  3 points: [(20% of Attack power) * 3 * 3] total damage Â  4 points: [(20% of Attack power) * 4 * 3] total damage Â  5 points: [(20% of Attack power) * 5 * 3] total damage [Â  6 points: [(20% of Attack power) * 6 * 3] total damage] [Â  7 points: [(20% of Attack power) * 7 * 3] total damage] Cooldown is reduced by 1 sec for every combo point you spend."
ROGUE,offensive,Shadow Blades,121471,1,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-rogue-shadow-blades.png,wow-rogue-shadow-blades.jpg,"Empowers your weapons, making attacks deal 20% additional Shadow damage and causing combo point generating abilities to generate full combo points for 16 sec.","Draws upon surrounding shadows to empower your weapons, causing your attacks to deal 20% additional damage as Shadow and causing your combo point generating abilities to generate full combo points for 16 sec."
ROGUE,offensive,Shadow Dance,185313,0,0,0,,1,Offensives,Instant,0 yards,6 seconds,wow-rogue-shadow-dance.png,wow-rogue-shadow-dance.jpg,Grants the use of all Stealth abilities and benefits of Stealth for 6 sec. Effect is not broken by damage or attacking.,Allows use of all Stealth abilities and grants all the combat benefits of Stealth for 6 sec. Effect not broken from taking damage or attacking.
ROGUE,cc,Shadowy Duel,207736,1,1,0,,0,,Instant,5 yards,2 minutes,wow-rogue-shadowy-duel.png,wow-rogue-shadowy-duel.jpg,"You and your target are removed from view for 5 sec, allowing use of Stealth-based abilities.","You lock your target into a duel contained in the shadows, removing both of you from the eyes of onlookers for 5 sec. Allows access to Stealth-based abilities."
ROGUE,cc,Smoke Bomb,212182,1,1,0,,0,,Instant,0 yards,3 minutes,wow-rogue-smoke-bomb.png,wow-rogue-smoke-bomb.jpg,"Creates a smoke cloud in an 8-yard radius around the Rogue for 5 sec, making enemies unable to target into or out of it.",Creates a cloud of thick smoke in an 8 yard radius around the Rogue for 5 sec. Enemies are unable to target into or out of the smoke cloud.
ROGUE,cc,Smoke Bomb,359053,1,1,0,,0,,Instant,0 yards,2 minutes,wow-rogue-smoke-bomb.png,wow-rogue-smoke-bomb.jpg,"Creates a cloud of thick smoke in an 8 yard radius around you for 5 sec, preventing enemies from targeting into or out of the smoke cloud.",Creates a cloud of thick smoke in an 8 yard radius around the Rogue for 5 sec. Enemies are unable to target into or out of the smoke cloud.
ROGUE,defensive,Vanish,1856,1,1,1,Defensives,0,,Instant,0 yards,1 second,wow-rogue-vanish.png,wow-rogue-vanish.jpg,"Allows you to enter stealth while in combat. For the first 3 sec, damage and harmful effects will not break stealth. Also removes movement impairing effects.","Allows you to vanish from sight, entering stealth while in combat. For the first 3 sec after vanishing, damage and harmful effects received will not break stealth. Also breaks movement impairing effects."
SHAMAN,heal,Ascendance,114052,1,1,0,,0,,Instant,0 yards,3 minutes,wow-shaman-ascendance.png,wow-shaman-ascendance.jpg,"Transform into a Water Ascendant, duplicating all healing you deal at 70% effectiveness for 15 sec. Immediately heals and evenly distributes healing among allies within 40 yds.","Transform into a Water Ascendant, duplicating all healing you deal at 70% effectiveness for 15 sec and immediately healing for (876% of Spell power) . Ascendant healing is distributed evenly among allies within 40 yds."
SHAMAN,defensive,Astral Shift,108271,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-shaman-astral-shift.png,wow-shaman-astral-shift.jpg,Take 40% less damage for 12 sec.,"Shift partially into the elemental planes, taking 40% less damage for 12 sec."
SHAMAN,offensive,Bloodlust,2825,0,0,0,,1,Offensives,Instant,0 yards,5 minutes,wow-shaman-bloodlust.png,wow-shaman-bloodlust.jpg,"Increases haste by 30% for all party and raid members for 40 sec. Allies will become Sated, preventing benefit from Bloodlust or Time Warp for 10 min.",Increases haste by 30% for all party and raid members for 40 sec. Allies receiving this effect will become Sated and unable to benefit from Bloodlust or Time Warp again for 10 min.
SHAMAN,immunity,Burrow,409293,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-shaman-burrow.png,wow-shaman-burrow.jpg,"Burrow beneath the ground, becoming unattackable, removing movement impairing effects, and increasing your movement speed by 50% for 5 sec. When the effect ends, enemies within 6 yards are knocked into the air and take Physical damage.","Burrow beneath the ground, becoming unattackable, removing movement impairing effects, and increasing your movement speed by 50% for 5 sec. When the effect ends, enemies within 6 yards are knocked in the air and take [Spell power * 6. 6 * (1 + Versatility)] Physical damage."
SHAMAN,dispel,Cleanse Spirit,51886,0,1,0,,0,,Instant,40 yards,8 seconds,wow-shaman-cleanse-spirit.png,wow-shaman-cleanse-spirit.jpg,Removes all Curse effects from a friendly target.,Removes all Curse effects from a friendly target.
SHAMAN,offensive,Doom Winds,384352,0,0,0,,1,Offensives,Instant,0 yards,1 minute,wow-shaman-doom-winds.png,wow-shaman-doom-winds.jpg,"Creates a storm around you, dealing Stormstrike damage every 1 sec to nearby enemies for 8 sec. Increases your chance to activate Windfury Weapon by 200% and its damage by 10%.","Unleash a devastating storm around yourself, dealing (74. 75% of Attack power) Stormstrike damage every 1 sec to nearby enemies for 8 sec. Increases your chance to activate Windfury Weapon by 200%, and the damage of Windfury Weapon by 10%."
SHAMAN,raidDefensive,Earthen Wall Totem,198838,1,1,0,,0,,Instant,40 yards,1 minute,wow-shaman-earthen-wall-totem.png,wow-shaman-earthen-wall-totem.jpg,Summons a totem at the target location with health based on 60% of your total health for 15 sec. Each attack against allies within 11.5 yards of the totem redirects 35% of the damage to the totem.,Summons a totem at the target location with (60 * Total health / 100) health for 15 sec. (35 * Spell power / 100) damage from each attack against allies within [Totemic Focus: 11. 5 / 10] yards of the totem is redirected to the totem.
SHAMAN,offensive,Feral Spirit,51533,0,0,0,,1,Offensives,Instant,30 yards,1.5 minutes,wow-shaman-feral-spirit.png,wow-shaman-feral-spirit.jpg,"Summons two Elemental Spirits that assist you in battle for 15 sec, immune to movement-impairing effects. Each spirit increases your Fire, Frost, or Nature damage by 20% (or Physical damage by 15%). Generates one stack of Maelstrom Weapon immediately and one stack every 3 sec for 15 sec.","Summons two [Elemental Spirits: Elemental] Spirit [Glyph of Spirit Raptors: Raptors / Wolves] that aid you in battle for 15 sec. They are immune to movement-impairing effects, and each [Elemental Spirits: Elemental] Feral Spirit summoned grants you [Elemental Spirits: 20% / 15%] increased [Elemental Spirits: Fire, Frost, or Nature / Physical] damage dealt by your abilities. Feral Spirit generates one stack of Maelstrom Weapon immediately, and one stack every 3 sec for 15 sec."
SHAMAN,counterCC,Grounding Totem,204336,1,1,0,,0,,Instant,0 yards,30 seconds,wow-shaman-grounding-totem.png,wow-shaman-grounding-totem.jpg,Summons a totem at your feet that redirects all harmful single-target spells cast within 30 yards on a nearby party or raid member to itself for 3 sec.,Summons a totem at your feet that will redirect all harmful spells cast within 30 yards on a nearby party or raid member to itself. Will not redirect area of effect spells. Lasts 3 sec.
SHAMAN,raidDefensive,Healing Tide Totem,108280,1,1,0,,0,,Instant,0 yards,3 minutes,wow-shaman-healing-tide-totem.png,wow-shaman-healing-tide-totem.jpg,"Summons a totem for 10 sec that pulses every 2 sec, healing all party or raid members within 40 yards. Healing is reduced beyond 5 targets.","Summons a totem at your feet for 10 sec, which pulses every 2 sec, healing all party or raid members within 40 yards for (175% of Spell power) . Healing reduced beyond 5 targets."
SHAMAN,cc,Hex,51514,0,1,0,,0,,1.7 seconds,30 yards,30 seconds,wow-shaman-hex.png,wow-shaman-hex.jpg,"Transforms an enemy Humanoid or Beast into a frog for 1 min, incapacitating them and preventing attacks or spellcasting. Damage may cancel the effect. Limit 1.","Transforms the enemy into a frog for 1 min. While hexed, the victim is incapacitated, and cannot attack or cast spells. Damage may cancel the effect. Limit 1. Only works on Humanoids and Beasts."
SHAMAN,cc,Lightning Lasso,305483,1,1,1,Crowd Control,0,,Instant,20 yards,45 seconds,wow-shaman-lightning-lasso.png,wow-shaman-lightning-lasso.jpg,Stuns the target and deals Nature damage over 5 sec while the target is lassoed. Can move while channeling.,"Grips the target in lightning, stunning and dealing (700% of Spell power) Nature damage over 5 sec while the target is lassoed. Can move while channeling."
SHAMAN,offensive,Primordial Wave,375982,0,0,0,,1,Offensives,Instant,40 yards,30 second,wow-shaman-primordial-wave.png,wow-shaman-primordial-wave.jpg,"Enhancement: Blast your target with Primordial Wave, dealing Elemental damage and applying Flame Shock. Your next Lightning Bolt hits all targets affected by Flame Shock for 175% damage. |  | Elemental: Blast your target with Primordial Wave, dealing Elemental damage, applying Flame Shock, and granting Lava Surge. Your next Lava Burst hits all targets affected by Flame Shock for 50% damage.","EnhancementBlast your target with a Primordial Wave, dealing (65% of Spell power) Elemental damage and applying Flame Shock to them. Your next Lightning Bolt will also hit all targets affected by your Flame Shock for 175% of normal damage. ElementalBlast your target with a Primordial Wave, dealing (65% of Spell power) Elemental damage, applying Flame Shock to them, and granting you Lava Surge. Your next Lava Burst will also hit all targets affected by your Flame Shock for 50% of normal damage."
SHAMAN,dispel,Purify Spirit,77130,0,1,0,,0,,Instant,40 yards,8 seconds,wow-shaman-purify-spirit.png,wow-shaman-purify-spirit.jpg,"Removes all Magic (and Curse, if Improved Purify Spirit is active) effects from a friendly target.",Removes all Magic [Improved Purify Spirit: and Curse] effects from a friendly target.
SHAMAN,raidDefensive,Spirit Link Totem,98008,1,1,1,Defensives,0,,Instant,40 yards,3 minutes,wow-shaman-spirit-link-totem.png,wow-shaman-spirit-link-totem.jpg,"Summons a totem at the target location for 6 sec, reducing damage taken by all party and raid members within 10 yards by 10%. Health of all affected players is redistributed evenly every second.","Summons a totem at the target location for 6 sec, which reduces damage taken by all party and raid members within 10 yards by 10%. Immediately and every 1 sec, the health of all affected players is redistributed evenly."
SHAMAN,freedom,Spirit Walk,58875,1,1,0,,0,,Instant,0 yards,1 minute,wow-shaman-spirit-walk.png,wow-shaman-spirit-walk.jpg,Removes all movement impairing effects and increases your movement speed by 60% for 8 sec.,Removes all movement impairing effects and increases your movement speed by 60% for 8 sec.
SHAMAN,defensive,Stone Bulwark Totem,108270,0,1,0,,0,,Instant,0 yards,3 minutes,wow-shaman-stone-bulwark-totem.png,wow-shaman-stone-bulwark-totem.jpg,Summons a totem that grants you an absorb shield for 15 sec and additional absorb every 5 sec for 30 sec.,"Summons a totem at your feet that grants you an absorb shield preventing 0 damage for 15 sec, and an additional 0 every 5 sec for 30 sec."
SHAMAN,offensive,Stormkeeper,191634,0,0,0,,1,Offensives,1.5 seconds,0 yards,1 minute,wow-shaman-stormkeeper.png,wow-shaman-stormkeeper.jpg,"Your next 2 Lightning Bolts deal 150% more damage and are instant cast, along with your next 2 Lightning Bolts or Chain Lightnings triggering an Elemental Overload on every target.","Charge yourself with lightning, causing your next 2 Lightning Bolts to deal 150% more damage, and also causes your next 2 Lightning Bolts or Chain Lightnings to be instant cast and trigger an Elemental Overload on every target."
SHAMAN,counterCC,Tremor Totem,8143,1,1,0,,0,,Instant,0 yards,1 minute,wow-shaman-tremor-totem.png,wow-shaman-tremor-totem.jpg,"Summons a totem that removes Fear, Charm, and Sleep effects from party and raid members within 30 yards for 10 sec.","Summons a totem at your feet that shakes the ground around it for 10 sec, removing Fear, Charm and Sleep effects from party and raid members within 30 yards."
SHAMAN,interrupt,Wind Shear,57994,1,1,1,Interrupts,0,,Instant,30 yards,12 seconds,wow-shaman-wind-shear.png,wow-shaman-wind-shear.jpg,Interrupts targets spellcasting and prevents spells in that school for 2 sec.,"Disrupts the target's concentration with a burst of wind, interrupting spellcasting and preventing any spell in that school from being cast for 2 sec."
WARLOCK,offensive,Amplify Curse,328774,0,0,0,,1,Offensives,Instant,0 yards,1 minute,wow-warlock-amplify-curse.png,wow-warlock-amplify-curse.jpg,"Your next Curse of Exhaustion, Curse of Tongues, or Curse of Weakness within 15 sec is enhanced. Curse of Exhaustion reduces the targets movement speed by an additional 20%. Curse of Tongues increases casting time by an additional 40%. Curse of Weakness prevents the enemy from critically striking.","Your next Curse of Exhaustion, Curse of Tongues or Curse of Weakness cast within 15 sec is amplified. Curse of ExhaustionReduces the target's movement speed by an additional 20%. Curse of TonguesIncreases casting time by an additional 40%. Curse of WeaknessEnemy is unable to critically strike."
WARLOCK,interrupt,Command Demon,119898,1,1,1,Interrupts,0,,Instant,0 yards,,wow-warlock-command-demon.png,wow-warlock-command-demon.jpg,"Commands your demon to use its most powerful ability, which varies based on the active pet.",Commands your demon to perform its most powerful ability. This spell will transform based on your active pet. [Demonology: Felguard: Axe Toss] Felhunter: Spell LockVoidwalker: Shadow BulwarkIncubus/Succubus: SeductionImp: Singe Magic
WARLOCK,defensive,Dark Pact,108416,1,1,1,Defensives,0,,Instant,0 yards,1 minute,wow-warlock-dark-pact.png,wow-warlock-dark-pact.jpg,Sacrifices 20% of your current health to shield you for 200% of the sacrificed health plus additional shield based on your Spell power for 20 sec. Usable during control impairing effects.,Sacrifices 20% of your current health to shield you for 200% of the sacrificed health plus an additional (Spell power * 2. 5) for 20 sec. Usable while suffering from control impairing effects.
WARLOCK,movement,Demonic Circle: Teleport,48020,1,1,1,Defensives,0,,Instant,40 yards,30 seconds,wow-warlock-demonic-circle-teleport.png,wow-warlock-demonic-circle-teleport.jpg,Teleports you to your Demonic Circle and removes all movement slowing effects.,Teleports you to your Demonic Circle and removes all movement slowing effects.
WARLOCK,heal,Demonic Healthstone,452930,0,1,1,Defensives,0,,Instant,0 yards,1 minute,wow-warlock-demonic-healthstone.png,wow-warlock-demonic-healthstone.jpg,"Instantly restores 25% health, plus an additional 30% over 6 sec.",Instantly restores 25% health [Empowered Healthstone: plus an additional 30% over 6 sec / .]
WARLOCK,interrupt,Grimoire: Felguard,111898,1,1,0,,0,,Instant,40 yards,2 minutes,wow-warlock-grimoire-felguard.png,wow-warlock-grimoire-felguard.jpg,"Summons a Felguard to attack your target for 17 sec, dealing 125% increased damage, and stunning and interrupting the target upon being summoned.",Summons a Felguard who attacks the target for 17 sec that deals 125% increased damage. This Felguard will stun and interrupt their target when summoned.
WARLOCK,aoeCC,Howl of Terror,5484,1,1,1,Crowd Control,0,,Instant,0 yards,40 seconds,wow-warlock-howl-of-terror.png,wow-warlock-howl-of-terror.jpg,"Causes 5 enemies within 10 yards to flee in fear, disorienting them for 20 sec. Damage may cancel the effect.","Let loose a terrifying howl, causing 5 enemies within 10 yds to flee in fear, disorienting them for 20 sec. Damage may cancel the effect."
WARLOCK,offensive,Malevolence,442726,0,0,0,,1,Offensives,Instant,0 yards,1 minute,wow-warlock-malevolence.png,wow-warlock-malevolence.jpg,"Dark magic erupts from you, affecting enemies with your Wither to take Shadowflame damage and increase its stack count by 6 for 20 sec. While corrupted, your Haste is increased by 8%, and spending Soul Shards on damaging spells grants 1 additional stack of Wither.","Dark magic erupts from you and corrupts your soul for 20 sec, causing enemies suffering from your Wither to take (333. 029% of Spell power) Shadowflame damage and increase its stack count by 6. While corrupted your Haste is increased by 8% and spending Soul Shards on damaging spells grants 1 additional stack of Wither."
WARLOCK,cc,Mortal Coil,6789,1,1,1,Crowd Control,0,,Instant,20 yards,45 seconds,wow-warlock-mortal-coil.png,wow-warlock-mortal-coil.jpg,Incapacitating an enemy for 3 sec and healing you for 20% of your maximum health.,"Horrifies an enemy target into fleeing, incapacitating for 3 sec and healing you for 20% of maximum health."
WARLOCK,offensive,Summon Demonic Tyrant,265187,1,0,0,,1,Offensives,2 seconds,40 yards,1 minute,wow-warlock-summon-demonic-tyrant.png,wow-warlock-summon-demonic-tyrant.jpg,"Summon a Demonic Tyrant to increase the duration of your Dreadstalkers, Vilefiend, Felguard, and up to 10 Wild Imps by 15 sec and increase their damage by 15% while damaging your target.","Summon a Demonic Tyrant to increase the duration of your Dreadstalkers, Vilefiend, Felguard, and up to 10 of your Wild Imps by 15 sec. Your Demonic Tyrant increases the damage of affected demons by 15%, while damaging your target. [Soulbound Tyrant: Generates 0 Soul Shards.]"
WARLOCK,defensive,Unending Resolve,104773,1,1,1,Defensives,0,,Instant,0 yards,3 minutes,wow-warlock-unending-resolve.png,wow-warlock-unending-resolve.jpg,"Reduces all damage you take by 25% and grants immunity to interrupt, silence, and pushback effects for 8 sec.","Hardens your skin, reducing all damage you take by 25% and granting immunity to interrupt, silence, and pushback effects for 8 sec."
WARRIOR,offensive,Avatar,107574,1,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-avatar.png,wow-warrior-avatar.jpg,"Transform into a colossus for 20 sec, dealing 20% increased damage and removing all roots and snares.","Transform into a colossus for 20 sec, causing you to deal 20% increased damage and removing all roots and snares. Generates 10 Rage."
WARRIOR,counterCC,Berserker Shout,384100,1,1,0,,0,,Instant,0 yards,1 minute,wow-warrior-berserker-shout.png,wow-warrior-berserker-shout.jpg,"Go berserk, removing and granting immunity to Fear, Sap, and Incapacitate effects for 6 sec. Also removes fear effects from group members within 12 yds.","Go berserk, removing and granting immunity to Fear, Sap, and Incapacitate effects for 6 sec. Also remove fear effects from group members within 12 yds."
WARRIOR,offensive,Colossus Smash,167105,0,0,0,,1,Offensives,Instant,5 yards,45 seconds,wow-warrior-colossus-smash.png,wow-warrior-colossus-smash.jpg,Deals Physical damage and increases damage you deal to the enemy by 30% for 10 sec.,"Smashes the enemy's armor, dealing (306. 263% of Attack power) Physical damage, and increasing damage you deal to them by 30% for 10 sec."
WARRIOR,defensive,Die by the Sword,118038,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-warrior-die-by-the-sword.png,wow-warrior-die-by-the-sword.jpg,Increases your parry chance by 100% and reduces all damage taken by 30% for 8 sec.,Increases your parry chance by 100% and reduces all damage you take by 30% for 8 sec.
WARRIOR,defensive,Enraged Regeneration,184364,1,1,1,Defensives,0,,Instant,0 yards,2 minutes,wow-warrior-enraged-regeneration.png,wow-warrior-enraged-regeneration.jpg,Reduces damage taken by 30% and Bloodthirst restores an additional 20% health. Can be used while stunned or incapacitated. Lasts 8 sec.,"Reduces damage taken by 30%, and Bloodthirst restores an additional 20% health. Usable while stunned or incapacitated. Lasts 8 sec."
WARRIOR,counterCC,Intervene,3411,0,1,1,Defensives,0,,Instant,25 yards,1.5 seconds,wow-warrior-intervene.png,wow-warrior-intervene.jpg,"Rush to an ally, intercepting all melee and ranged attacks against them for 6 sec while within 10 yds.","Run at high speed toward an ally, intercepting all melee and ranged attacks against them for 6 sec while they remain within 10 yds."
WARRIOR,aoeCC,Intimidating Shout,5246,1,1,1,Crowd Control,0,,Instant,8 yards,1.5 minutes,wow-warrior-intimidating-shout.png,wow-warrior-intimidating-shout.jpg,"Causes the targeted enemy to cower in fear, and up to 5 additional enemies within 8 yards to flee. Targets are disoriented for 8 sec.","[Menace: Causes the targeted enemy and up to 5 additional enemies within 8 yards to cower in fear / Causes the targeted enemy to cower in fear, and up to 5 additional enemies within 8 yards to flee.] Targets are disoriented for 8 sec."
WARRIOR,interrupt,Pummel,6552,1,1,1,Interrupts,0,,Instant,5 yards,15 seconds,wow-warrior-pummel.png,wow-warrior-pummel.jpg,Interrupts the targets spellcasting and locks them out of that school for 3 sec.,"Pummels the target, interrupting spellcasting and preventing any spell in that school from being cast for 3 sec."
WARRIOR,raidDefensive,Rallying Cry,97462,1,1,1,Defensives,0,,Instant,0 yards,3 minutes,wow-warrior-rallying-cry.png,wow-warrior-rallying-cry.jpg,Gives all party or raid members within 40 yards 10% increased maximum health for 10 sec.,"Lets loose a rallying cry, granting all party or raid members within 40 yards 10% temporary and maximum health for 10 sec."
WARRIOR,offensive,Recklessness,1719,1,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-recklessness.png,wow-warrior-recklessness.jpg,"Go berserk, doubling all Rage generation and increasing your abilities critical strike chance by 20% for 12 sec.","Go berserk, increasing all Rage generation by 100% and granting your abilities 20% increased critical strike chance for 12 sec."
WARRIOR,aoeCC,Shockwave,46968,0,1,0,,0,,Instant,0 yards,40 seconds,wow-warrior-shockwave.png,wow-warrior-shockwave.jpg,"Sends a wave of force in a frontal cone, dealing damage and stunning all enemies within 10 yards for 2 sec.","Sends a wave of force in a frontal cone, causing (20% of Attack power) damage and stunning all enemies within 10 yards for 2 sec."
WARRIOR,cc,Storm Bolt,107570,1,1,1,Crowd Control,0,,Instant,20 yards,30 seconds,wow-warrior-storm-bolt.png,wow-warrior-storm-bolt.jpg,"Hurls your weapon at an enemy, causing Physical damage and stunning for 4 sec. Also hits 2 additional nearby targets, stunning for 2 sec.","Hurls your weapon at an enemy, causing (28. 5% of Attack power) Physical damage and stunning for 4 sec. [Storm Bolts: Also hits 2 additional nearby targets, stunning for 2 sec]"
WARRIOR,offensive,Thunderous Roar,384318,0,0,0,,1,Offensives,Instant,0 yards,1.5 minutes,wow-warrior-thunderous-roar.png,wow-warrior-thunderous-roar.jpg,"Explosively roars, dealing Physical damage to enemies within 12 yards and causing them to bleed for additional damage over 8 sec. Deals reduced damage beyond 5 targets.","Roar explosively, dealing (250. 56% of Attack power) Physical damage to enemies within 12 yds and cause them to bleed for (250. 56% of Attack power) physical damage over 8 sec. Deals reduced damage beyond 5 targets."
WARRIOR,counterCC,War Banner,236320,0,1,0,,0,,Instant,0 yards,1.5 minutes,wow-warrior-war-banner.png,wow-warrior-war-banner.jpg,"Throw down a war banner, increasing movement speed by 30% and reducing the duration of incoming crowd control effects by 50% for all allies within 30 yards. Lasts 15 sec.","You throw down a war banner at your feet, rallying your allies. Increases movement speed by 30% and reduces the duration of all incoming crowd control effects by 50% to all allies within 30 yards of the war banner. Lasts 15 sec."